app_key,accountability,block_removal,calendar_scheduling,custom_rules,emergency_access,goal_advancement,goal_planning,habit_analytics,habit_reminders,habit_tracking,notes_knowledge,override_friction,prioritisation,project_planning,reward_punishment,routine_builder,scheduling,self_tracking,streaks,task_management,time_blocking
ios:id1312926037,0.5,0.85,0.9,0.5,0.5,0.9,0.9,0.9,0.5,0.9,0.95,0.5,0.9,0.9,0.85,0.85,0.5,0.95,0.85,0.9,0.9
ios:id1326310617,0.0,0.95,0.0,0.95,0.95,0.85,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.9,0.0,0.0,0.0
ios:id1346247457,0.0,0.95,0.95,0.95,0.95,0.9,0.95,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.0,0.9,0.9,0.0,0.95,0.95
ios:id1361356590,0.0,0.95,0.0,0.9,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.9,0.9,0.0,0.0,0.0
ios:id1367871279,0.0,0.95,0.9,0.85,0.5,0.9,0.9,0.0,0.0,0.0,0.9,0.5,0.9,0.9,0.95,0.0,0.5,0.85,0.0,0.5,0.95
ios:id1400641344,0.5,0.9,0.9,0.7,0.7,0.9,0.95,0.9,0.5,0.5,0.9,0.7,0.95,0.9,0.8,0.5,0.85,0.9,0.5,0.95,0.95
ios:id1423210932,0.0,0.95,0.9,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.9,0.7,0.9,0.9,0.85,0.0,0.75,0.9,0.0,0.9,0.95
ios:id1423245975,0.0,0.9,0.9,0.9,0.9,0.85,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.95,0.0,0.9,0.95
ios:id1435127190,0.85,0.8,0.85,0.85,0.8,0.9,0.85,0.9,0.7,0.9,0.5,0.8,0.5,0.5,0.8,0.85,0.9,0.95,0.8,0.85,0.9
ios:id1436994560,0.0,0.95,0.95,0.95,0.95,0.95,0.95,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.0,0.95,0.95,0.0,0.95,0.95
ios:id1438388363,0.9,0.95,0.8,0.9,0.9,0.9,0.85,0.95,0.95,0.95,0.85,0.9,0.8,0.8,0.85,0.9,0.9,0.95,0.5,0.9,0.8
ios:id1451398751,0.0,0.9,0.9,0.9,0.9,0.9,0.75,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.95,0.0,0.9,0.9
ios:id1458639178,0.0,0.95,0.9,0.95,0.95,0.9,0.9,0.0,0.0,0.0,0.85,0.95,0.9,0.9,0.95,0.0,0.9,0.9,0.0,0.9,0.95
ios:id1471458198,0.0,0.9,0.9,0.7,0.7,0.85,0.85,0.0,0.0,0.0,0.9,0.7,0.9,0.9,0.8,0.0,0.7,0.8,0.0,0.9,0.95
ios:id1474170096,0.7,0.0,0.95,0.0,0.0,0.0,0.95,0.9,0.8,0.9,0.95,0.0,0.95,0.95,0.0,0.8,0.0,0.0,0.8,0.95,0.95
ios:id1478345385,0.0,0.8,0.0,0.85,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.95,0.0,0.8,0.95,0.0,0.0,0.0
ios:id1478757472,0.0,0.95,0.85,0.9,0.8,0.85,0.7,0.0,0.0,0.0,0.7,0.8,0.9,0.8,0.9,0.0,0.8,0.95,0.0,0.9,0.95
ios:id1480220328,0.75,0.95,0.95,0.8,0.95,0.9,0.8,0.85,0.8,0.9,0.8,0.95,0.95,0.8,0.95,0.95,0.9,0.9,0.9,0.95,0.9
ios:id1488575394,0.0,0.95,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.95,0.0,0.9,0.95,0.0,0.9,0.9
ios:id1493474157,0.0,0.95,0.0,0.9,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.9,0.95,0.0,0.0,0.0
ios:id1494966346,0.9,0.95,0.95,0.95,0.5,0.9,0.85,0.85,0.9,0.9,0.95,0.8,0.95,0.95,0.9,0.85,0.95,0.85,0.9,0.95,0.95
ios:id1496929203,0.0,0.8,0.9,0.7,0.8,0.95,0.9,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.8,0.0,0.8,0.7,0.0,0.9,0.9
ios:id1499198946,0.5,0.9,0.95,0.9,0.9,0.95,0.9,0.5,0.8,0.9,0.9,0.9,0.9,0.85,0.9,0.9,0.95,0.95,0.5,0.95,0.95
ios:id1504771089,0.7,0.95,0.9,0.8,0.8,0.95,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.85,0.9,0.8,0.9,0.9,0.9,0.9
ios:id1521432881,0.5,0.95,0.95,0.9,0.7,0.85,0.9,0.9,0.85,0.9,0.9,0.7,0.9,0.9,0.8,0.5,0.85,0.95,0.5,0.9,0.99
ios:id1528322796,0.0,0.8,0.8,0.9,0.7,0.7,0.9,0.0,0.0,0.0,0.9,0.7,0.9,0.9,0.85,0.0,0.75,0.95,0.0,0.9,0.95
ios:id1541027222,0.9,0.95,0.0,0.95,0.8,0.9,0.0,0.8,0.9,0.5,0.0,0.9,0.0,0.0,0.85,0.9,0.9,0.9,0.9,0.0,0.0
ios:id1542448354,0.9,0.95,0.9,0.85,0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.95,0.5,0.9,0.95,0.5,0.9,0.9
ios:id1543547997,0.0,0.95,0.95,0.9,0.9,0.9,0.95,0.0,0.0,0.0,0.95,0.9,0.95,0.95,0.9,0.0,0.9,0.9,0.0,0.95,0.9
ios:id1544318075,0.0,0.9,0.9,0.95,0.95,0.9,0.9,0.0,0.0,0.0,0.9,0.95,0.9,0.9,0.95,0.0,0.95,0.85,0.0,0.9,0.95
ios:id1547137474,0.8,0.95,0.5,0.9,0.9,0.85,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.95,0.8,0.5,0.9
ios:id1548846593,0.8,0.9,0.0,0.9,0.9,0.85,0.0,0.9,0.85,0.9,0.0,0.9,0.0,0.0,0.9,0.8,0.9,0.95,0.9,0.0,0.0
ios:id1552913719,0.0,0.9,0.9,0.9,0.9,0.85,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.85,0.8,0.0,0.9,0.95
ios:id1559730367,0.0,0.95,0.95,0.95,0.95,0.9,0.95,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.9,0.0,0.95,0.95,0.0,0.95,0.9
ios:id1569534844,0.0,0.95,0.0,0.95,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.9,0.0,0.0,0.0
ios:id1570156834,0.5,0.9,0.0,0.9,0.9,0.9,0.0,0.5,0.5,0.9,0.0,0.9,0.0,0.0,0.9,0.85,0.9,0.9,0.5,0.0,0.0
ios:id1571604757,0.0,0.95,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.95,0.0,0.9,0.9,0.0,0.0,0.0
ios:id1571638750,0.0,0.95,1.0,0.95,0.85,0.9,1.0,0.0,0.0,0.0,1.0,0.85,1.0,1.0,0.9,0.0,0.95,0.9,0.0,1.0,1.0
ios:id1577836684,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9
ios:id1581256145,0.0,0.9,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.95,0.0,0.7,0.8,0.0,0.0,0.0
ios:id1598883284,0.9,0.95,0.9,0.95,0.95,0.9,0.9,0.9,0.95,0.5,0.9,0.95,0.9,0.9,0.95,0.9,0.95,0.9,0.9,0.9,0.95
ios:id1603024803,0.9,0.95,0.95,0.95,0.9,0.9,0.95,0.9,0.9,0.9,0.95,0.9,0.95,0.95,0.9,0.9,0.95,0.9,0.9,0.95,0.95
ios:id1621897751,0.0,0.8,0.5,0.8,0.8,0.8,0.5,0.0,0.0,0.0,0.5,0.8,0.5,0.5,0.8,0.0,0.8,0.8,0.0,0.5,0.9
ios:id1627691759,0.9,0.95,0.9,0.9,0.8,0.8,0.9,0.8,0.5,0.5,0.9,0.8,0.9,0.9,0.95,0.5,0.8,0.9,0.5,0.9,0.95
ios:id1631132311,0.0,0.9,0.95,0.9,0.8,0.8,0.95,0.0,0.0,0.0,0.95,0.7,0.95,0.95,0.8,0.0,0.9,0.9,0.0,0.95,0.95
ios:id1631305261,0.95,0.9,0.0,0.6,0.6,0.85,0.0,0.9,0.9,0.9,0.0,0.6,0.0,0.0,0.9,0.9,0.6,0.7,0.95,0.0,0.0
ios:id1659162950,0.5,0.95,0.95,0.9,0.8,0.8,0.95,0.9,0.5,0.5,0.95,0.9,0.95,0.95,0.85,0.5,0.95,0.9,0.5,0.95,0.99
ios:id1663556775,0.9,0.9,0.9,0.85,0.6,0.8,0.9,0.85,0.9,0.5,0.9,0.6,0.9,0.9,0.7,0.9,0.8,0.85,0.9,0.9,0.95
ios:id1663997320,0.0,0.95,0.95,0.95,0.9,0.85,0.95,0.0,0.0,0.0,0.95,0.9,0.95,0.95,0.9,0.0,0.95,0.9,0.0,0.95,0.95
ios:id1667838757,0.0,0.9,0.85,0.85,0.85,0.9,0.5,0.0,0.0,0.0,0.5,0.85,0.5,0.5,0.85,0.0,0.9,0.95,0.0,0.9,0.9
ios:id1668064760,0.9,0.95,0.95,0.9,0.85,0.8,0.95,0.9,0.9,0.5,0.95,0.9,0.95,0.95,0.85,0.9,0.9,0.9,0.9,0.95,0.9
ios:id1670958524,0.8,0.9,0.9,0.9,0.9,0.85,0.85,0.75,0.5,0.5,0.9,0.9,0.8,0.9,0.9,0.85,0.9,0.85,0.5,0.9,0.9
ios:id1672653674,0.9,0.9,0.0,0.9,0.9,0.85,0.0,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.9,0.8,0.9,0.0,0.0
ios:id337472899,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
ios:id641433148,0.0,0.95,0.0,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.95,0.0,0.0,0.0
ios:id6444948863,0.0,0.8,0.9,0.9,0.9,0.8,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.7,0.0,0.9,0.95
ios:id6448771858,0.9,0.8,0.0,0.8,0.8,0.8,0.0,0.9,0.9,0.5,0.0,0.8,0.0,0.0,0.85,0.9,0.8,0.9,0.95,0.0,0.0
ios:id6449219142,0.0,0.95,0.95,0.9,0.6,0.7,0.95,0.0,0.0,0.0,0.95,0.6,0.95,0.95,0.8,0.0,0.85,0.85,0.0,0.95,0.95
ios:id6449302440,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.95
ios:id6450302677,0.9,0.9,0.9,0.85,0.8,0.9,0.9,0.75,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.85,0.85,0.9,0.9
ios:id6450726111,0.5,0.9,0.8,0.8,0.8,0.95,0.7,0.5,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.95,0.5,0.9,0.8
ios:id6451270257,0.95,0.95,0.0,0.85,0.5,0.9,0.0,0.9,0.5,0.9,0.0,0.5,0.0,0.0,0.95,0.85,0.5,0.9,0.95,0.0,0.0
ios:id6452190950,0.5,0.9,0.0,0.5,0.5,0.7,0.0,0.9,0.5,0.5,0.0,0.5,0.0,0.0,0.8,0.5,0.5,0.8,0.9,0.0,0.0
ios:id6453023919,0.95,0.9,0.0,0.8,0.8,0.85,0.0,0.9,0.8,0.9,0.0,0.8,0.0,0.0,0.85,0.8,0.8,0.95,0.8,0.0,0.0
ios:id6469763335,0.0,0.95,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.95,0.0,0.9,0.95,0.0,0.0,0.0
ios:id6477136445,0.8,0.95,0.95,0.95,0.5,0.85,0.95,0.9,0.5,0.5,0.95,0.5,0.95,0.95,0.95,0.5,0.95,0.9,0.5,0.95,0.95
ios:id6478087947,0.0,0.9,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
ios:id6480119395,0.9,0.95,0.95,0.9,0.6,0.8,0.95,0.9,0.85,0.9,0.95,0.6,0.95,0.95,0.7,0.9,0.6,0.85,0.9,0.85,0.95
ios:id6480333786,0.0,0.8,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.7,0.95,0.0,0.0,0.0
ios:id6480464509,0.0,0.8,0.9,0.8,0.8,0.8,0.9,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.9,0.0,0.8,0.8,0.0,0.9,0.95
ios:id6497405570,0.0,0.8,0.9,0.8,0.9,0.9,0.8,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.8,0.7,0.0,0.9,0.9
ios:id6499074349,0.0,0.8,0.9,0.9,0.9,0.7,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.7,0.0,0.9,0.95
ios:id6554001622,0.9,0.8,0.0,0.8,0.85,0.7,0.0,0.8,0.9,0.85,0.0,0.85,0.0,0.0,0.9,0.85,0.9,0.95,0.9,0.0,0.0
ios:id6605927206,0.0,0.95,0.95,0.95,0.95,0.9,1.0,0.0,0.0,0.0,1.0,0.95,1.0,1.0,0.95,0.0,0.95,0.95,0.0,1.0,0.95
ios:id6636516894,0.8,0.9,0.0,0.8,0.8,0.85,0.0,0.7,0.8,0.9,0.0,0.8,0.0,0.0,0.95,0.8,0.8,0.95,0.9,0.0,0.0
ios:id6642672538,0.9,0.95,0.95,0.85,0.7,0.85,0.8,0.8,0.9,0.5,0.8,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9
ios:id6648771147,0.9,0.95,0.9,0.85,0.5,0.85,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9,0.8,0.9,0.5,0.9,0.9,0.9,0.95
ios:id6670142175,0.0,0.95,0.0,0.9,0.95,0.85,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.9,0.9,0.0,0.0,0.0
ios:id6670217657,0.0,0.95,0.0,0.75,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.75,0.85,0.0,0.0,0.0
ios:id6702013134,0.9,0.85,0.0,0.5,0.5,0.6,0.0,0.8,0.5,0.85,0.0,0.5,0.0,0.0,0.75,0.5,0.5,0.8,0.5,0.0,0.0
ios:id6727013499,0.9,0.7,0.0,0.7,0.8,0.8,0.0,0.9,0.9,0.75,0.0,0.8,0.0,0.0,0.7,0.9,0.7,0.9,0.9,0.0,0.0
ios:id6736673615,0.9,0.95,0.0,0.9,0.5,0.85,0.0,0.9,0.9,0.5,0.0,0.5,0.0,0.0,0.9,0.9,0.9,0.85,0.9,0.0,0.0
ios:id6737131495,0.9,0.95,0.95,0.9,0.8,0.85,0.95,0.85,0.95,0.5,0.95,0.8,0.95,0.95,0.9,0.9,0.9,0.9,0.9,0.95,0.9
ios:id6737629792,0.0,0.9,0.9,0.9,0.9,0.85,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.95,0.0,0.9,0.95,0.0,0.9,0.95
ios:id6737814141,0.95,0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.95,0.9,0.9,0.95
ios:id6737836744,0.5,0.95,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.5,0.9,0.5,0.9,0.9,0.85,0.5,0.5,0.9,0.5,0.9,0.9
ios:id6738607046,0.5,0.9,0.9,0.5,0.5,0.85,0.8,0.8,0.9,0.5,0.8,0.5,0.8,0.8,0.6,0.5,0.5,0.8,0.5,0.9,0.85
ios:id6739162439,1.0,0.95,1.0,0.95,0.95,0.95,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,1.0,0.95,0.9,1.0,1.0,1.0
ios:id6739214387,0.9,0.95,0.9,0.9,0.7,0.95,0.9,0.9,0.9,0.5,0.9,0.7,0.85,0.9,0.8,0.9,0.7,0.9,0.9,0.9,0.9
ios:id6739705407,0.0,0.9,0.9,0.5,0.5,0.5,0.9,0.0,0.0,0.0,0.9,0.5,0.9,0.9,0.5,0.0,0.9,0.5,0.0,0.9,0.95
ios:id6740179334,0.0,0.8,0.9,0.8,0.8,0.9,0.9,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.8,0.0,0.8,0.95,0.0,0.9,0.95
ios:id6740248579,0.5,0.95,0.0,0.95,0.95,0.9,0.0,0.5,0.5,0.5,0.0,0.95,0.0,0.0,0.85,0.5,0.95,0.9,0.9,0.0,0.0
ios:id6742068060,0.85,0.9,0.9,0.9,0.9,0.95,0.9,0.95,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,1.0,0.95,0.9,0.9
ios:id6742079522,0.0,0.95,0.0,0.9,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.7,0.8,0.0,0.0,0.0
ios:id6742278016,0.0,0.95,0.9,0.7,0.7,0.7,0.9,0.0,0.0,0.0,0.9,0.7,0.9,0.9,0.95,0.0,0.7,0.85,0.0,0.9,0.95
ios:id6742693841,0.8,0.95,0.95,0.9,0.9,0.9,0.95,0.9,0.8,0.9,0.95,0.9,0.95,0.95,0.95,0.85,0.9,0.95,0.8,0.95,0.9
ios:id6744065868,0.9,0.8,0.9,0.7,0.8,0.9,0.8,0.9,0.5,0.9,0.9,0.8,0.85,0.9,0.85,0.5,0.7,0.95,0.9,0.9,0.95
ios:id6744338972,0.0,0.95,0.95,0.9,0.5,0.8,0.95,0.0,0.0,0.0,0.95,0.5,0.95,0.95,0.75,0.0,0.95,0.85,0.0,0.95,0.9
ios:id6744464319,0.5,0.9,0.9,0.9,0.9,0.9,0.85,0.95,0.85,0.9,0.5,0.9,0.9,0.85,0.85,0.5,0.85,0.95,0.9,0.95,0.95
ios:id6745537010,0.0,0.9,1.0,0.7,0.7,0.8,1.0,0.0,0.0,0.0,1.0,0.7,1.0,1.0,0.8,0.0,0.7,0.8,0.0,1.0,1.0
ios:id6745751608,0.9,0.95,0.9,0.9,0.5,0.9,0.9,0.95,0.9,0.9,0.85,0.5,0.9,0.9,0.9,0.9,0.5,0.95,0.95,0.9,0.95
ios:id6746742596,0.9,0.95,0.9,0.9,0.8,0.85,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.85,0.9,0.9,0.8,0.95,0.9,0.95
ios:id6746946799,0.8,0.9,0.85,0.7,0.7,0.9,0.5,0.9,0.8,0.9,0.5,0.7,0.9,0.5,0.8,0.8,0.9,0.95,0.8,0.9,0.9
ios:id6747596495,0.0,0.95,0.9,0.8,0.8,0.8,0.9,0.0,0.0,0.0,0.85,0.8,0.9,0.9,0.95,0.0,0.8,0.95,0.0,0.9,0.95
ios:id6747712365,0.0,0.95,0.95,0.9,0.7,0.85,0.95,0.0,0.0,0.0,0.95,0.85,0.95,0.95,0.8,0.0,0.95,0.9,0.0,0.95,0.95
ios:id6747729586,0.0,0.9,0.0,0.7,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.0,0.5,0.8,0.0,0.0,0.0
ios:id6747844509,0.9,0.95,0.9,0.85,0.95,0.9,0.9,0.95,0.9,0.95,0.9,0.95,0.9,0.9,0.9,0.9,0.85,0.95,0.95,0.9,0.95
ios:id6747854926,0.0,0.9,0.0,0.95,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.8,0.0,0.0,0.0
ios:id6748028221,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.95,0.0,0.9,0.95
ios:id6748090198,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.95,0.0,0.9,0.95
ios:id6748564027,0.9,0.95,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.5,0.9,0.8,0.9,0.9,0.8,0.5,0.8,0.9,0.5,0.9,0.95
ios:id6751436315,0.5,0.9,0.0,0.7,0.7,0.8,0.0,0.5,0.5,0.5,0.0,0.7,0.0,0.0,0.9,0.5,0.7,0.8,0.5,0.0,0.0
ios:id6752571938,0.5,0.9,0.0,0.9,0.9,0.85,0.0,0.9,0.5,0.5,0.0,0.9,0.0,0.0,0.9,0.5,0.9,0.95,0.5,0.0,0.0
ios:id6752926119,0.9,0.95,0.9,0.9,0.9,0.95,0.7,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.8,0.9,0.95,0.85,0.9,0.9
ios:id6753786017,0.9,0.9,0.0,0.9,0.9,0.85,0.0,0.9,0.7,0.9,0.0,0.9,0.0,0.0,0.9,0.85,0.9,0.95,0.8,0.0,0.0
ios:id6754040756,0.0,0.95,0.0,0.9,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.75,0.85,0.0,0.0,0.0
ios:id6754052699,0.9,0.95,0.0,0.85,0.95,0.9,0.0,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.7,0.95,0.9,0.0,0.0
ios:id6754189283,0.5,0.8,0.0,0.7,0.8,0.7,0.0,0.5,0.5,0.9,0.0,0.8,0.0,0.0,0.9,0.85,0.7,0.95,0.9,0.0,0.0
ios:id6754192497,0.95,0.95,0.0,0.9,0.5,0.85,0.0,0.95,0.9,0.5,0.0,0.5,0.0,0.0,0.85,0.9,0.5,0.9,0.95,0.0,0.0
ios:id6754469745,0.5,0.9,0.0,0.7,0.7,0.8,0.0,0.9,0.5,0.5,0.0,0.7,0.0,0.0,0.85,0.5,0.7,0.9,0.5,0.0,0.0
ios:id6754793448,0.0,0.95,0.95,0.95,0.95,0.9,0.95,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.0,0.95,0.95,0.0,0.95,0.95
ios:id6755035635,0.0,0.8,0.0,0.8,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.85,0.0,0.8,0.9,0.0,0.0,0.0
ios:id6755039509,0.9,0.95,0.0,0.9,0.8,0.9,0.0,0.85,0.9,0.9,0.0,0.8,0.0,0.0,0.95,0.9,0.8,0.95,0.9,0.0,0.0
ios:id6755083524,0.9,0.9,0.95,0.9,0.9,0.85,0.95,0.95,0.9,0.9,0.95,0.9,0.95,0.95,0.9,0.9,0.9,1.0,0.9,0.95,0.95
ios:id6755708778,0.9,0.95,0.0,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.95,0.9,0.9,0.95,0.95,0.0,0.0
ios:id6755790741,0.9,0.9,0.95,0.8,0.85,0.85,0.95,0.95,0.9,0.95,0.85,0.85,0.95,0.95,0.95,0.9,0.85,0.95,0.95,0.95,0.95
ios:id6756179301,0.8,0.9,0.0,0.9,0.9,0.85,0.0,0.9,0.9,0.9,0.0,0.9,0.0,0.0,1.0,0.8,0.9,1.0,0.8,0.0,0.0
ios:id6756433110,0.9,0.95,0.95,0.95,0.8,0.7,0.95,0.9,0.85,0.5,0.95,0.9,0.95,0.95,0.8,0.9,0.8,0.7,0.9,0.95,0.95
ios:id6756443234,0.0,0.9,0.0,0.9,0.9,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.95,0.0,0.9,0.85,0.0,0.0,0.0
ios:id6756668632,0.5,0.7,0.0,0.7,0.7,0.7,0.0,0.5,0.5,0.5,0.0,0.7,0.0,0.0,0.7,0.5,0.7,0.7,0.5,0.0,0.0
ios:id6757204592,0.0,0.95,0.9,0.9,0.8,0.85,0.9,0.0,0.0,0.0,0.8,0.85,0.9,0.9,0.9,0.0,0.8,0.85,0.0,0.9,0.9
ios:id6758042278,0.9,0.95,0.95,0.9,0.5,0.85,0.95,0.9,0.95,0.5,0.95,0.5,0.95,0.95,0.8,0.95,0.95,0.85,0.5,0.95,0.95
ios:id6758457625,0.0,0.8,0.9,0.8,0.8,0.7,0.9,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.9,0.0,0.8,0.9,0.0,0.9,0.95
ios:id6758460973,0.95,0.9,0.0,0.85,0.7,0.8,0.0,0.9,0.9,0.5,0.0,0.7,0.0,0.0,0.8,0.85,0.7,0.9,0.9,0.0,0.0
ios:id6758624193,0.9,0.95,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.5,0.95
ios:id6758786811,0.0,0.95,0.9,0.85,0.8,0.85,0.9,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.9,0.0,0.8,0.9,0.0,0.9,0.95
ios:id6759063344,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.95,0.9,0.9,0.95
ios:id6759089977,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.8,0.9,0.95,0.95,0.9,0.95
ios:id6759154762,0.9,0.95,0.95,0.95,0.8,0.8,0.95,0.95,0.9,0.5,0.95,0.9,0.95,0.95,0.8,0.9,0.95,0.9,0.9,0.95,0.95
ios:id6759213973,0.9,0.9,0.0,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.9,0.95,0.9,0.0,0.0
ios:id6759234412,0.95,0.9,0.9,0.9,0.9,0.95,0.9,0.95,0.95,0.5,0.9,0.9,0.85,0.9,0.9,0.5,0.9,0.9,0.95,0.9,0.85
ios:id6759509390,0.5,0.9,0.9,0.9,0.9,0.85,0.9,0.5,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.5,0.85,0.8,0.5,0.9,0.95
ios:id6759646986,0.0,0.9,0.9,0.9,0.9,0.85,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.95,0.0,0.9,0.95
ios:id6759924022,0.9,0.95,0.9,0.95,0.95,0.9,0.9,0.9,0.9,0.5,0.9,0.95,0.9,0.9,0.95,0.9,0.9,0.9,0.9,0.9,0.95
ios:id6760048027,0.0,0.8,0.95,0.85,0.85,0.8,0.95,0.0,0.0,0.0,0.95,0.85,0.95,0.95,0.9,0.0,0.85,0.95,0.0,0.95,0.95
ios:id6760271163,0.95,0.95,0.95,0.9,0.7,0.9,0.95,0.9,0.95,0.9,0.95,0.7,0.95,0.95,0.8,0.95,0.8,0.9,0.95,0.9,0.95
ios:id6760372061,0.5,0.9,0.95,0.8,0.5,0.5,0.95,0.5,0.5,0.5,0.95,0.5,0.95,0.95,0.5,0.9,0.9,0.5,0.5,0.95,0.9
ios:id6761012725,0.9,0.95,0.9,0.9,0.7,0.85,0.9,0.9,0.9,0.5,0.9,0.7,0.9,0.9,0.85,0.9,0.7,0.9,0.95,0.9,0.95
ios:id6761393046,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.95,0.8,0.9,0.95
