app_key,feature,confidence,review_hits
play:com.persapps.multitimer,custom colors,0.95,10
play:com.persapps.multitimer,custom icons,0.95,10
play:com.persapps.multitimer,alert styles,0.95,10
play:com.persapps.multitimer,custom sounds,0.95,10
play:com.persapps.multitimer,notifications,0.95,10
play:com.persapps.multitimer,set timer start delays,0.95,10
play:com.persapps.multitimer,add time to running timers,0.95,10
play:com.persapps.multitimer,subtract time from running timers,0.95,10
play:com.persapps.multitimer,autorepeat option,0.95,10
play:com.persapps.multitimer,track timer history,0.95,10
play:com.persapps.multitimer,export timer data,0.95,10
play:com.persapps.multitimer,share timers via web link,0.95,10
play:com.persapps.multitimer,fullscreen mode,0.95,10
play:com.persapps.multitimer,interactive widget,0.95,10
play:com.persapps.multitimer,run multiple timers simultaneously,0.95,10
play:com.persapps.multitimer,undo last actions,0.95,10
play:com.persapps.multitimer,timer board export,0.95,10
play:com.persapps.multitimer,notification sounds,0.95,10
play:com.persapps.multitimer,support for Apple Watch,0.95,10
play:com.persapps.multitimer,timer board export feature,0.95,10
play:com.petitbambou,Introductory sessions for adults and children,0.95,10
play:com.petitbambou,Discovery and Discovery for Kids programmes,0.95,10
play:com.petitbambou,3 daily meditations of your choice,0.95,10
play:com.petitbambou,Selection of background music,0.95,10
play:com.petitbambou,Animated stories on mindfulness principles,0.95,10
play:com.petitbambou,Unlimited access to freebreathing and meditation tool,0.95,10
play:com.petitbambou,Customer service support,0.95,10
play:com.petitbambou,Complete catalogue of meditation programmes,0.95,10
play:com.petitbambou,Daily meditation with customisable time slots,0.95,10
play:com.petitbambou,Access to relaxing sound and ambience library,0.95,10
play:com.petitbambou,Guided sessions on various themes,0.95,10
play:com.petitbambou,Synchronization across devices,0.95,10
play:com.petitbambou,Account access via website and application,0.95,10
play:com.petitbambou,"Monthly, halfyearly, yearly, or lifetime subscription options",0.95,10
play:com.petitbambou,Mindfulness meditation programs,0.95,10
play:com.petitbambou,Mindful breathing exercises,0.95,10
play:com.planproductive.nopox,Block Adult Content,0.95,10
play:com.planproductive.nopox,Block specific apps or websites,0.95,10
play:com.planproductive.nopox,Uninstall Protection,0.95,10
play:com.planproductive.nopox,Accountability Partner,0.95,10
play:com.planproductive.nopox,TimeDelay feature,0.95,10
play:com.planproductive.nopox,Safe search,0.95,10
play:com.planproductive.nopox,YouTube Safe Search,0.95,10
play:com.planproductive.nopox,Focus Mode,0.95,10
play:com.planproductive.nopox,Track your streak,0.95,10
play:com.planproductive.nopox,Limit social media apps,0.95,10
play:com.planproductive.nopox,Block gambling apps,0.95,10
play:com.planproductive.nopox,Block games,0.95,10
play:com.planproductive.nopox,Accessibility Service permission,0.95,10
play:com.planproductive.nopox,System Alert Window permission,0.95,10
play:com.planproductive.nopox,Device Admin App permission,0.95,10
play:com.pomodoro.foca,Customisable focus time,0.95,10
play:com.pomodoro.foca,Notification & vibration at the end of a Pomodoro,0.95,10
play:com.pomodoro.foca,Pause and resume Pomodoro,0.95,10
play:com.pomodoro.foca,AutoRun mode,0.95,10
play:com.pomodoro.foca,White noise for concentration,0.95,10
play:com.pomodoro.foca,Various ambient sounds,0.95,10
play:com.pomodoro.foca,Simple stretching exercises after a focus session,0.95,10
play:com.pomodoro.foca,Vivid voice and illustration guidance for stretches,0.95,10
play:com.pomodoro.foca,"Stretches for neck, shoulder, back, hands, legs, and whole body",0.95,10
play:com.pomodoro.foca,Statistics of focus time over time,0.95,10
play:com.pomodoro.foca,Distribution of time on each Pomodoro category,0.95,10
play:com.pomodoro.foca,Create custom focus categories with names and colours,0.95,10
play:com.pomodoro.foca,Integration with Statistics Reports for tracking focus performance,0.95,10
play:com.pomodoro.foca,"Option to start stretching exercises, take a break, or skip break session",0.95,10
play:com.pomodoro.foca,Settings for battery saving mode and app stability,0.95,10
play:com.qqlabs.minimalistlauncher,Minimalist phone interface,0.95,10
play:com.qqlabs.minimalistlauncher,Screen time control,0.95,10
play:com.qqlabs.minimalistlauncher,App blocker,0.95,10
play:com.qqlabs.minimalistlauncher,Notification filter,0.95,10
play:com.qqlabs.minimalistlauncher,Customizable color theme,0.95,10
play:com.qqlabs.minimalistlauncher,Customizable font and font size,0.95,10
play:com.qqlabs.minimalistlauncher,Grayscale mode,0.95,10
play:com.qqlabs.minimalistlauncher,Blocking schedules,0.95,10
play:com.qqlabs.minimalistlauncher,Rename apps,0.95,10
play:com.qqlabs.minimalistlauncher,Supports work profile apps,0.95,10
play:com.qqlabs.minimalistlauncher,Monochrome mode,0.95,10
play:com.qqlabs.minimalistlauncher,Hide undesired apps,0.95,10
play:com.qqlabs.minimalistlauncher,Set time limits for apps,0.95,10
play:com.qqlabs.minimalistlauncher,Digital detox features,0.95,10
play:com.qqlabs.minimalistlauncher,Accessibility services for inapp reminders and blocking,0.95,10
play:com.qustodio.family.parental.control.app.screentime,daily screen time limits,0.95,10
play:com.qustodio.family.parental.control.app.screentime,app blocking,0.95,10
play:com.qustodio.family.parental.control.app.screentime,kid tracking,0.95,10
play:com.qustodio.family.parental.control.app.screentime,AI powered search alerts,0.95,10
play:com.qustodio.family.parental.control.app.screentime,message alerts,0.95,10
play:com.qustodio.family.parental.control.app.screentime,social media monitoring,0.95,10
play:com.qustodio.family.parental.control.app.screentime,porn blocking,0.95,10
play:com.qustodio.family.parental.control.app.screentime,family locator,0.95,10
play:com.qustodio.family.parental.control.app.screentime,GPS family tracker,0.95,10
play:com.qustodio.family.parental.control.app.screentime,content filtering,0.95,10
play:com.qustodio.family.parental.control.app.screentime,web activity alerts,0.95,10
play:com.qustodio.family.parental.control.app.screentime,custom routines for apps and websites,0.95,10
play:com.qustodio.family.parental.control.app.screentime,internet pause feature,0.95,10
play:com.qustodio.family.parental.control.app.screentime,30day online activity reports,0.95,10
play:com.qustodio.family.parental.control.app.screentime,daily and weekly reports,0.95,10
play:com.qustodio.family.parental.control.app.screentime,app download alerts,0.95,10
play:com.qustodio.family.parental.control.app.screentime,YouTube activity monitoring,0.95,10
play:com.qustodio.family.parental.control.app.screentime,call and SMS tracking,0.95,10
play:com.qustodio.family.parental.control.app.screentime,coparenting supervision,0.95,10
play:com.qustodio.family.parental.control.app.screentime,device compatibility across platforms,0.95,10
play:com.qustodio.family.parental.control.app.screentime,panic button feature,0.95,10
play:com.qustodio.family.parental.control.app.screentime,realtime alerts for concerning websites,0.95,10
play:com.qustodio.family.parental.control.app.screentime,location monitoring,0.95,10
play:com.qustodio.family.parental.control.app.screentime,SOS feature,0.95,10
play:com.revokevpnapp,Mobile Security & Privacy,0.95,10
play:com.revokevpnapp,Secure VPN,0.95,10
play:com.revokevpnapp,Scam & Tracker Blocker,0.95,10
play:com.revokevpnapp,Blocking of intrusive tools,0.95,10
play:com.revokevpnapp,No account required,0.95,10
play:com.revokevpnapp,Fast & Reliable connections,0.95,10
play:com.revokevpnapp,Privacy Score,0.95,10
play:com.revokevpnapp,Data Footprint tracking,0.95,10
play:com.revokevpnapp,Block Trackers,0.95,10
play:com.revokevpnapp,App Activity insights,0.95,10
play:com.revokevpnapp,Block Scam Sites,0.95,10
play:com.robobobo.apps.buddhasquotes,collection of Buddhist quotes,0.95,10
play:com.robobobo.apps.buddhasquotes,Buddhist teachings,0.95,10
play:com.robobobo.apps.buddhasquotes,meditations,0.95,10
play:com.robobobo.apps.buddhasquotes,breathing exercises,0.95,10
play:com.robobobo.apps.buddhasquotes,audioguided meditations,0.95,10
play:com.robobobo.apps.buddhasquotes,Dhammapada text,0.95,10
play:com.robobobo.apps.buddhasquotes,Pali Canon texts,0.95,10
play:com.robobobo.apps.buddhasquotes,Four Noble Truths,0.95,10
play:com.robobobo.apps.buddhasquotes,parables from Buddhism,0.95,10
play:com.robobobo.apps.buddhasquotes,illustrated Buddhist scriptures,0.95,10
play:com.robobobo.apps.buddhasquotes,audio meditation collection: Impermanence,0.95,10
play:com.robokiller.app,Block spam calls,0.95,10
play:com.robokiller.app,Block spam text messages,0.95,10
play:com.robokiller.app,Use as default SMS app,0.95,10
play:com.robokiller.app,Mark unknown caller ID as spam,0.95,10
play:com.robokiller.app,Add unwanted callers to blocklist,0.95,10
play:com.robokiller.app,Customize spam blocking level,0.95,10
play:com.robokiller.app,Pause call blocking,0.95,10
play:com.robokiller.app,Keep contacts in allow list,0.95,10
play:com.robokiller.app,View missed calls,0.95,10
play:com.robokiller.app,Scan the web for personal info,0.95,10
play:com.robokiller.app,Remove private info from public search sites,0.95,10
play:com.robokiller.app,Monitor for new exposures of personal info,0.95,10
play:com.robokiller.app,Screen phone calls in real time,0.95,10
play:com.robokiller.app,Automatic answering service,0.95,10
play:com.robokiller.app,Get transcriptions of caller responses,0.95,10
play:com.robokiller.app,Send spammers to answer bots,0.95,10
play:com.robokiller.app,Choose from various answer bots,0.95,10
play:com.robokiller.app,Listen to blocked and recorded calls,0.95,10
play:com.robokiller.app,Report specific numbers or unknown callers,0.95,10
play:com.robokiller.app,Check scam activity in your state,0.95,10
play:com.robokiller.app,Contact customer service 24/7,0.95,10
play:com.robokiller.app,Automatic blocklist updates,0.95,10
play:com.roehl.habitkit,track progress with tilebased grid charts,0.95,10
play:com.roehl.habitkit,"customize dashboard with colors, icons, and descriptions",0.95,10
play:com.roehl.habitkit,"add habits with name, description, icon, and color",0.95,10
play:com.roehl.habitkit,display habits on a grid chart,0.95,10
play:com.roehl.habitkit,set completion frequency for habits,0.95,10
play:com.roehl.habitkit,track streaks of habit completions,0.95,10
play:com.roehl.habitkit,add reminders for habit completions,0.95,10
play:com.roehl.habitkit,manage past completions with a calendar,0.95,10
play:com.roehl.habitkit,archive habits,0.95,10
play:com.roehl.habitkit,import data from a file,0.95,10
play:com.roehl.habitkit,export data to a file,0.95,10
play:com.roehl.habitkit,no signin required,0.95,10
play:com.roehl.habitkit,data stored locally on the phone,0.95,10
play:com.roehl.habitkit,multiple completions per day,0.95,10
play:com.roehl.habitkit,choose between different themes,0.95,10
play:com.roehl.habitkit,toggle between dark and light mode,0.95,10
play:com.roehl.habitkit,display habits on a dashboard,0.95,10
play:com.roehl.habitkit,track streaks for habit completion,0.95,10
play:com.roehl.habitkit,set reminders for habit completion,0.95,10
play:com.safesurfer,Blocks pornographic and adult websites,0.95,10
play:com.safesurfer,Blocks 50+ popular apps and games,0.95,10
play:com.safesurfer,Remote site blocking via web dashboard,0.95,10
play:com.safesurfer,View device's browsing history remotely,0.95,10
play:com.safesurfer,Mail alerts for blocked sites and screen blackout events,0.95,10
play:com.safesurfer,View detailed browsing history stats,0.95,10
play:com.safesurfer,Builtin pin lock functionality,0.95,10
play:com.safesurfer,Prevent uninstalling or disabling the app with a PIN code,0.95,10
play:com.safesurfer,Screen blackout feature with screenshot capture,0.95,10
play:com.safesurfer,Protection on WiFi and cellular networks,0.95,10
play:com.safesurfer,Adfree experience,0.95,10
play:com.safesurfer,Low resource footprint,0.95,10
play:com.safesurfer,Uses Android AccessibilityService API,0.95,10
play:com.safesurfer,Uses Android VPNService API for content filtering,0.95,10
play:com.sand.airdroidkidp,Realtime monitoring,0.95,10
play:com.sand.airdroidkidp,Sync app notification,0.95,10
play:com.sand.airdroidkidp,Screen time management,0.95,10
play:com.sand.airdroidkidp,App blocker,0.95,10
play:com.sand.airdroidkidp,GPS location tracker,0.95,10
play:com.sand.airdroidkidp,Location alert,0.95,10
play:com.sand.airdroidkidp,Battery check,0.95,10
play:com.sand.airdroidkidp,Content monitoring,0.95,10
play:com.sand.airdroidkidp,Web filtering,0.95,10
play:com.sand.airdroidkidp,Usage report,0.95,10
play:com.sand.airdroidkidp,Geofencing,0.95,10
play:com.sand.airdroidkidp,Screen mirroring,0.95,10
play:com.sand.airdroidkidp,Calls and SMS monitoring,0.95,10
play:com.sand.airdroidkidp,Social content monitoring,0.95,10
play:com.sand.airdroidkidp,Inappropriate image detection,0.95,10
play:com.sand.airdroidkidp,Instant block,0.95,10
play:com.sand.airdroidkidp,Schedule downtime,0.95,10
play:com.sand.airdroidkidp,App limits,0.95,10
play:com.sand.airdroidkidp,Website limits,0.95,10
play:com.sand.airdroidkidp,Route history tracking,0.95,10
play:com.screentime.rc,Manage screen time on Android and iOS devices,0.95,10
play:com.screentime.rc,Set time limits for screen usage,0.95,10
play:com.screentime.rc,Use content blocker,0.95,10
play:com.screentime.rc,Location tracking,0.95,10
play:com.screentime.rc,Monitor screen time,0.95,10
play:com.screentime.rc,Track app usage duration,0.95,10
play:com.screentime.rc,View visited websites,0.95,10
play:com.screentime.rc,Monitor social media usage,0.95,10
play:com.screentime.rc,Track YouTube video views,0.95,10
play:com.screentime.rc,Receive notifications for new app installations,0.95,10
play:com.screentime.rc,Receive daily usage summaries,0.95,10
play:com.screentime.rc,Set specific daily time limits,0.95,10
play:com.screentime.rc,Set schedules for device usage,0.95,10
play:com.screentime.rc,Instantly pause device usage,0.95,10
play:com.screentime.rc,Block app activity during bedtime,0.95,10
play:com.screentime.rc,Block specific apps,0.95,10
play:com.screentime.rc,View web history,0.95,10
play:com.screentime.rc,Block websites,0.95,10
play:com.screentime.rc,GPS phone location tracking,0.95,10
play:com.screentime.rc,Receive alerts for location changes,0.95,10
play:com.screentime.rc,Receive daily email summaries,0.95,10
play:com.screentime.rc,Set tasks and chores for additional screen time,0.95,10
play:com.screentime.rc,Free Play mode to override settings temporarily,0.95,10
play:com.screentime.rc,Share app management with other adults,0.95,10
play:com.screentime.rc,Support for up to 5 devices per account,0.95,10
play:com.screentime.rc,Approve or reject new app downloads,0.95,10
play:com.screentime.rc,Track daily app activity,0.95,10
play:com.screentime.rc,Web filtering to block inappropriate sites,0.95,10
play:com.screentime.rc,Realtime location tracking,0.95,10
play:com.screentime.rc,Track child's route,0.95,10
play:com.screentime.rc,Geofencing for location alerts,0.95,10
play:com.screentime.rc,Prevent uninstallation of the app,0.95,10
play:com.screentime.rc,Manage multiple devices from one account,0.95,10
play:com.screenzen,Control screen time,0.95,10
play:com.screenzen,Block apps and websites,0.95,10
play:com.screenzen,Pause before opening apps,0.95,10
play:com.screenzen,Limit time on distracting apps,0.95,10
play:com.screenzen,Set usage goals,0.95,10
play:com.screenzen,Define daily limits per app,0.95,10
play:com.screenzen,Block access when usage goals are met,0.95,10
play:com.screenzen,Customize settings by day and time,0.95,10
play:com.screenzen,Mindful prompts before opening apps,0.95,10
play:com.screenzen,Track time on distracting apps only,0.95,10
play:com.screenzen,Use Accessibility permissions to block websites,0.95,10
play:com.sentryapplications.alarmclock,Customizable alarms,0.95,10
play:com.sentryapplications.alarmclock,Onetime alarms,0.95,10
play:com.sentryapplications.alarmclock,Weekly repeat alarms,0.95,10
play:com.sentryapplications.alarmclock,Specific date alarms,0.95,10
play:com.sentryapplications.alarmclock,"Multiple alarm stopping methods (math, captcha, shaking, walking)",0.95,10
play:com.sentryapplications.alarmclock,"Wake to music (ringtone, music, song playlist, online radio)",0.95,10
play:com.sentryapplications.alarmclock,17 free unique alarm sounds,0.95,10
play:com.sentryapplications.alarmclock,Mayday Mode for backup alarm,0.95,10
play:com.sentryapplications.alarmclock,Voice command alarm setting with Ok Google,0.95,10
play:com.sentryapplications.alarmclock,Custom alarm label,0.95,10
play:com.sentryapplications.alarmclock,Alarm volume control,0.95,10
play:com.sentryapplications.alarmclock,Prevent lowering volume option,0.95,10
play:com.sentryapplications.alarmclock,Volume crescendo feature,0.95,10
play:com.sentryapplications.alarmclock,Speak time feature,0.95,10
play:com.sentryapplications.alarmclock,Custom snooze options,0.95,10
play:com.sentryapplications.alarmclock,Custom dismiss options,0.95,10
play:com.sentryapplications.alarmclock,Vibration option during alarm,0.95,10
play:com.sentryapplications.alarmclock,Current weather display on dismiss screen,0.95,10
play:com.sentryapplications.alarmclock,Upcoming alarm notifications,0.95,10
play:com.sentryapplications.alarmclock,Delete alarm after dismissal option,0.95,10
play:com.sentryapplications.alarmclock,"Copy, reset, and preview alarm features",0.95,10
play:com.sentryapplications.alarmclock,"Multifunctional use (alarm, reminder, stopwatch, countdown timers, world clocks, screensaver)",0.95,10
play:com.sentryapplications.alarmclock,Available in 22 languages,0.95,10
play:com.sentryapplications.alarmclock,Adfree version purchase option,0.95,10
play:com.sentryapplications.alarmclock,Anonymous analytics collection option,0.95,10
play:com.shikudo.focus.google,Focus timer,0.95,10
play:com.shikudo.focus.google,Study timer,0.95,10
play:com.shikudo.focus.google,Gamified learning,0.95,10
play:com.shikudo.focus.google,Beat phone addiction,0.95,10
play:com.shikudo.focus.google,Concentration tracking,0.95,10
play:com.shikudo.focus.google,Collect raindrops,0.95,10
play:com.shikudo.focus.google,Grow plants,0.95,10
play:com.shikudo.focus.google,Turn plants into forest,0.95,10
play:com.shikudo.focus.google,Clean up trash in magical worlds,0.95,10
play:com.shikudo.focus.google,Track focused time,0.95,10
play:com.shikudo.focus.google,Gamified tasks and rewards,0.95,10
play:com.shikudo.focus.google,Social raindrop collection,0.95,10
play:com.shikudo.focus.google,Pomodoro mode,0.95,10
play:com.shikudo.focus.google,Sync with Google Fit,0.95,10
play:com.shikudo.focus.google,Convert meditation time from other apps,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,gamification elements,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,focus booster,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,challenges and rewards,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,to do management,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,resource collection,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,hero training,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,gear forging,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,stages to battle through,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,monster fighting,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,task tracking,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,gamified tasks,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,meditation gamification,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,Pomodoro timer,0.95,10
play:com.shikudo.focus.study.forest.pomodoro.productivity.hero.rpg.android,data syncing with Google Fit,0.95,10
play:com.shikudo.focusapp.google,Countdown timer,0.95,10
play:com.shikudo.focusapp.google,Stopwatch,0.95,10
play:com.shikudo.focusapp.google,Pomodoro timer,0.95,10
play:com.shikudo.focusapp.google,Records with pie chart and line chart,0.95,10
play:com.shikudo.focusapp.google,Strict mode to block access to other apps,0.95,10
play:com.shikudo.focusapp.google,Sync focus minutes to Focus Plant and Focus Quest,0.95,10
play:com.shikudo.focusapp.google,Meditation gamification,0.95,10
play:com.shikudo.focusapp.google,Sync data with Google Fit,0.95,10
play:com.simplehabit.simplehabitapp,guided mindfulness sessions,0.95,10
play:com.simplehabit.simplehabitapp,guided meditation sessions,0.95,10
play:com.simplehabit.simplehabitapp,daily motivation content,0.95,10
play:com.simplehabit.simplehabitapp,guided sleep sessions,0.95,10
play:com.simplehabit.simplehabitapp,coaching by experts,0.95,10
play:com.simplehabit.simplehabitapp,personalized sessions,0.95,10
play:com.simplehabit.simplehabitapp,progress tracking with Mindful Minutes,0.95,10
play:com.simplehabit.simplehabitapp,offline access with Premium subscription,0.95,10
play:com.simplehabit.simplehabitapp,OntheGo feature for quick anxiety relief,0.95,10
play:com.simplehabit.simplehabitapp,streak tracking,0.95,10
play:com.simplehabit.simplehabitapp,subscription options,0.95,10
play:com.skillfoxapps.qhabit,personalized habit tracking,0.95,10
play:com.skillfoxapps.qhabit,visualization with charts and diagrams,0.95,10
play:com.skillfoxapps.qhabit,tagging for habits,0.95,10
play:com.skillfoxapps.qhabit,performance reports,0.95,10
play:com.skillfoxapps.qhabit,sidebyside habit comparison,0.95,10
play:com.skillfoxapps.qhabit,analytics for uncovering patterns,0.95,10
play:com.skillfoxapps.qhabit,flexible startofday feature,0.95,10
play:com.skillfoxapps.qhabit,Wear OS companion app,0.95,10
play:com.skillfoxapps.qhabit,multiple tiles for progress tracking on Wear OS,0.95,10
play:com.skillfoxapps.qhabit,unlimited habit tracking,0.95,10
play:com.smilingmind.app,"700+ lessons, practices and meditations",0.95,10
play:com.smilingmind.app,50+ curated collections,0.95,10
play:com.smilingmind.app,Beginner meditations through to programs for experienced practitioners,0.95,10
play:com.smilingmind.app,"Meditations in Indigenous Australian languages (Kriol, Ngaanyatjarra & Pitjantjatjara)",0.95,10
play:com.smilingmind.app,"Content and programs covering sleep, calm, relationships, stress, mindful eating",0.95,10
play:com.smilingmind.app,"Programs for kids and families including sleep, emotional skills development, back to school",0.95,10
play:com.smilingmind.app,Develop mental fitness skills,0.95,10
play:com.smilingmind.app,Manage technology use,0.95,10
play:com.smilingmind.app,Track your mood with wellbeing checkins,0.95,10
play:com.smilingmind.app,See your skill development progress with the mental fitness tracker,0.95,10
play:com.smilingmind.app,Download content to use offline,0.95,10
play:com.smilingmind.app,Build mental fitness habits with personalised routines,0.95,10
play:com.smilingmind.app,Dark mode to help you relax before sleep,0.95,10
play:com.spotlightsix.zentimerlite2,"100,000+ guided meditations",0.95,10
play:com.spotlightsix.zentimerlite2,Select by time for short meditations,0.95,10
play:com.spotlightsix.zentimerlite2,Thousands of music tracks and ambient sounds,0.95,10
play:com.spotlightsix.zentimerlite2,Customizable meditation Timer,0.95,10
play:com.spotlightsix.zentimerlite2,Follow your favourite teachers,0.95,10
play:com.spotlightsix.zentimerlite2,Thousands of discussion groups,0.95,10
play:com.spotlightsix.zentimerlite2,Stats and milestones for tracking progress,0.95,10
play:com.spotlightsix.zentimerlite2,Sleep Music,0.95,10
play:com.spotlightsix.zentimerlite2,Soundscapes,0.95,10
play:com.spotlightsix.zentimerlite2,Bedtime tales,0.95,10
play:com.spotlightsix.zentimerlite2,Sleep Meditations,0.95,10
play:com.spotlightsix.zentimerlite2,Sleep mode for all music,0.95,10
play:com.spotlightsix.zentimerlite2,Meditation courses for sleep,0.95,10
play:com.spotlightsix.zentimerlite2,Practice secular mindfulness,0.95,10
play:com.spotlightsix.zentimerlite2,Practice yoga nidra,0.95,10
play:com.spotlightsix.zentimerlite2,Practice mindful sleep,0.95,10
play:com.spotlightsix.zentimerlite2,Practice Buddhist mindfulness,0.95,10
play:com.spotlightsix.zentimerlite2,Practice Zen,0.95,10
play:com.spotlightsix.zentimerlite2,Practice insight meditation,0.95,10
play:com.spotlightsix.zentimerlite2,Practice vipassana,0.95,10
play:com.spotlightsix.zentimerlite2,Practice MBSR,0.95,10
play:com.spotlightsix.zentimerlite2,Practice walking meditation,0.95,10
play:com.spotlightsix.zentimerlite2,Practice breathing meditation,0.95,10
play:com.spotlightsix.zentimerlite2,Practice kundalini yoga,0.95,10
play:com.spotlightsix.zentimerlite2,Practice metta,0.95,10
play:com.spotlightsix.zentimerlite2,Practice advaita vedanta,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for beginners meditation,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for sleep meditation,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for poetry,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for atheism,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for Christianity,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for Hinduism,0.95,10
play:com.spotlightsix.zentimerlite2,Join groups for transcendental meditation,0.95,10
play:com.spotlightsix.zentimerlite2,"1,000+ courses",0.95,10
play:com.spotlightsix.zentimerlite2,Listen offline,0.95,10
play:com.spotlightsix.zentimerlite2,Advanced player features,0.95,10
play:com.spotlightsix.zentimerlite2,Highquality audio,0.95,10
play:com.stayfocused,app blocker,0.95,10
play:com.stayfocused,website blocker,0.95,10
play:com.stayfocused,screen time tracker,0.95,10
play:com.stayfocused,app usage timer,0.95,10
play:com.stayfocused,productivity reminders,0.95,10
play:com.stayfocused,donotdisturb timer,0.95,10
play:com.stayfocused,customizable blocking schedules,0.95,10
play:com.stayfocused,distraction blocker,0.95,10
play:com.stayfocused,keywords blocking,0.95,10
play:com.stayfocused,strict mode,0.95,10
play:com.stayfocused,custom timers,0.95,10
play:com.stayfocused,app usage tracker,0.95,10
play:com.stayfocused,notifications blocker,0.95,10
play:com.stayfocused,usage statistics,0.95,10
play:com.stayfocused,take a break feature,0.95,10
play:com.stayfocused,operating modes,0.95,10
play:com.stayfocused,blocking profiles,0.95,10
play:com.stayfocused,screen time limits,0.95,10
play:com.stayfocused,activity timeline,0.95,10
play:com.studio.hellohabit,Habit Tracker,0.95,10
play:com.studio.hellohabit,Custom Habits,0.95,10
play:com.studio.hellohabit,Suggestions for habit ideas,0.95,10
play:com.studio.hellohabit,"Set daily, weekly, monthly, or yearly goals",0.95,10
play:com.studio.hellohabit,Multiple reminders per habit,0.95,10
play:com.studio.hellohabit,Log unlimited activity entries,0.95,10
play:com.studio.hellohabit,Track streaks and statistics,0.95,10
play:com.studio.hellohabit,Stopwatch timer,0.95,10
play:com.studio.hellohabit,Countdown timer,0.95,10
play:com.studio.hellohabit,Health Sync with Health Connect,0.95,10
play:com.studio.hellohabit,Bad Habit Tracker,0.95,10
play:com.studio.hellohabit,Routine Groups,0.95,10
play:com.studio.hellohabit,Detailed Notes for habits,0.95,10
play:com.studio.hellohabit,Rich Text Editor for notes,0.95,10
play:com.studio.hellohabit,Centralized View for habit activity and notes,0.95,10
play:com.studio.hellohabit,Filtering journal entries by habit,0.95,10
play:com.studio.hellohabit,Bookmarking notes,0.95,10
play:com.studio.hellohabit,"Onetime, daily, weekly, or monthly reminders",0.95,10
play:com.studio.hellohabit,Unlimited reminders for each habit,0.95,10
play:com.studio.hellohabit,Calendar View,0.95,10
play:com.studio.hellohabit,Dark Mode,0.95,10
play:com.studio.hellohabit,Customization options,0.95,10
play:com.studio.hellohabit,Sync across devices,0.95,10
play:com.studio.hellohabit,Inapp customer support,0.95,10
play:com.subconscious.thrive,Guided Meditations,0.95,10
play:com.subconscious.thrive,Breathing Exercises,0.95,10
play:com.subconscious.thrive,Gratitude Techniques,0.95,10
play:com.subconscious.thrive,Mindfulness Practices,0.95,10
play:com.subconscious.thrive,Positive Psychology,0.95,10
play:com.subconscious.thrive,No ads,0.95,10
play:com.subconscious.thrive,No sign ups,0.95,10
play:com.subconscious.thrive,Simple design,0.95,10
play:com.subconscious.thrive,Short meditation tracks,0.95,10
play:com.subconscious.thrive,Game design elements for motivation,0.95,10
play:com.subconscious.thrive,Reward system with calming trees,0.95,10
play:com.subconscious.thrive,Selfreflection tools,0.95,10
play:com.subconscious.thrive,Journals,0.95,10
play:com.subconscious.thrive,Meditation courses,0.95,10
play:com.subconscious.thrive,Work and productivity meditation,0.95,10
play:com.subconscious.thrive,Focus and body scan meditations,0.95,10
play:com.subconscious.thrive,Daily bitesized insights,0.95,10
play:com.subconscious.thrive,21 day guided meditation journey,0.95,10
play:com.subconscious.thrive,Gradually increasing meditation duration,0.95,10
play:com.subconscious.thrive,"Types of meditations: Gratitude, Breath focus, Noting, Mindfulness meditation, Visualisations, Healing light, Meta, Body scan",0.95,10
play:com.superbyte.studybunny,Focus Timer,0.95,10
play:com.superbyte.studybunny,Pause functionality,0.95,10
play:com.superbyte.studybunny,Motivational advice,0.95,10
play:com.superbyte.studybunny,Coin earning system,0.95,10
play:com.superbyte.studybunny,Inapp store for items and music,0.95,10
play:com.superbyte.studybunny,To Do list,0.95,10
play:com.superbyte.studybunny,Flashcards,0.95,10
play:com.superbyte.studybunny,Customizable Study Tracker,0.95,10
play:com.superbyte.studybunny,Tutorial,0.95,10
play:com.superbyte.studybunny,FAQ section,0.95,10
